group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Ground nut, tomato",6 7 8,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:f584a2dd-7609-48a4-a104-96ab40eeba4f,uuid:f584a2dd-7609-48a4-a104-96ab40eeba4f/farm_details[1],uuid:f584a2dd-7609-48a4-a104-96ab40eeba4f/farm_details
2,4.0000000000,2,"",6,"",4.0000000000,2,"",1,"",Medium,Yield comparisons,0,"","",2,1,0,"","","",1,"",3 2 6 7 8 9,"",2 1 5,"",0,0,"","",0,2,"",0,"",0,"",0,"",1,1,1,1,uuid:e3382dc4-f39c-4aa7-8558-b17ea2967ab9,uuid:e3382dc4-f39c-4aa7-8558-b17ea2967ab9/farm_details[1],uuid:e3382dc4-f39c-4aa7-8558-b17ea2967ab9/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,1,16,0,"",1,16,0,1,uuid:11898347-e55d-47d7-8343-c8d3b1f067e8,uuid:11898347-e55d-47d7-8343-c8d3b1f067e8/farm_details[1],uuid:11898347-e55d-47d7-8343-c8d3b1f067e8/farm_details
1,4.3500000000,2,"",2,"",4.3500000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:dde8490e-58ea-44b6-bdf1-1a4532201e29,uuid:dde8490e-58ea-44b6-bdf1-1a4532201e29/farm_details[1],uuid:dde8490e-58ea-44b6-bdf1-1a4532201e29/farm_details
2,0.9000000000,2,"",6,"",0.9000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7 8 10 1,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,0,uuid:e886d57a-df56-4b92-8378-14aed2f67c2d,uuid:e886d57a-df56-4b92-8378-14aed2f67c2d/farm_details[1],uuid:e886d57a-df56-4b92-8378-14aed2f67c2d/farm_details
2,1.5000000000,2,"",8,Own,1.5000000000,2,"",1,"",Medium,Soil testing and yield comparisons,0,"","",2,1,0,"","","","","",2 6 7 8 9,"",2 5,"",0,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:a259fe9f-e9f7-4809-904f-386afd3508c7,uuid:a259fe9f-e9f7-4809-904f-386afd3508c7/farm_details[1],uuid:a259fe9f-e9f7-4809-904f-386afd3508c7/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut,6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:d8adf898-0804-427b-9a0a-77ba95c3bbdc,uuid:d8adf898-0804-427b-9a0a-77ba95c3bbdc/farm_details[1],uuid:d8adf898-0804-427b-9a0a-77ba95c3bbdc/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:64fc3dc8-7d6f-45ef-82b4-ddd03c472494,uuid:64fc3dc8-7d6f-45ef-82b4-ddd03c472494/farm_details[1],uuid:64fc3dc8-7d6f-45ef-82b4-ddd03c472494/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",2 1 6,Jeevamrutam ghanajeevanrutam,1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:2644fb30-9551-42ca-bd05-1274b34249c8,uuid:2644fb30-9551-42ca-bd05-1274b34249c8/farm_details[1],uuid:2644fb30-9551-42ca-bd05-1274b34249c8/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Based on yield,0,"","",2,1,0,"","","",1 2 14,"",1 2 4,"",3,"",0,0,"","",0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:792d948f-5fc1-4c7c-9bb7-d13c53e25057,uuid:792d948f-5fc1-4c7c-9bb7-d13c53e25057/farm_details[1],uuid:792d948f-5fc1-4c7c-9bb7-d13c53e25057/farm_details
2,5.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16 7,Ground nut,6 7 8,"",2,"",1,1,20.0000000000,0.5000000000,0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:93ff6bc6-8df0-43de-8b95-39a369887d21,uuid:93ff6bc6-8df0-43de-8b95-39a369887d21/farm_details[1],uuid:93ff6bc6-8df0-43de-8b95-39a369887d21/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7 8,"",2,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:93ff6bc6-8df0-43de-8b95-39a369887d21,uuid:93ff6bc6-8df0-43de-8b95-39a369887d21/farm_details[2],uuid:93ff6bc6-8df0-43de-8b95-39a369887d21/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7 8,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:b8c9206f-d3d3-47e7-a55d-31f5bfff5da7,uuid:b8c9206f-d3d3-47e7-a55d-31f5bfff5da7/farm_details[1],uuid:b8c9206f-d3d3-47e7-a55d-31f5bfff5da7/farm_details
2,1.4000000000,2,"",1,"",1.4000000000,2,"",1,"",Medium,Soil colour and texture and the soil is healthy,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:b0d35999-50fa-4541-8595-6d8212f4829c,uuid:b0d35999-50fa-4541-8595-6d8212f4829c/farm_details[1],uuid:b0d35999-50fa-4541-8595-6d8212f4829c/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Castor, tomato, groundnut",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:452e3a9e-ad93-4c5c-a251-56c1cc7e7999,uuid:452e3a9e-ad93-4c5c-a251-56c1cc7e7999/farm_details[1],uuid:452e3a9e-ad93-4c5c-a251-56c1cc7e7999/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato castor,6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:614f7c17-e7c1-4476-b66f-5df273c703b6,uuid:614f7c17-e7c1-4476-b66f-5df273c703b6/farm_details[1],uuid:614f7c17-e7c1-4476-b66f-5df273c703b6/farm_details
2,4.9500000000,2,"",2,"",4.9500000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato, castor",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:d002eb1d-4eb8-4508-9e4c-c2fd446d0600,uuid:d002eb1d-4eb8-4508-9e4c-c2fd446d0600/farm_details[1],uuid:d002eb1d-4eb8-4508-9e4c-c2fd446d0600/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",4 16,ground nut,3 6 7 8,"",1,"",1,0,"","",0,5,Incorporating the crop residue while ploughing the field.,1,16,1,16,0,"",1,16,0,1,uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4,uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4/farm_details[1],uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4/farm_details
2,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Based on soil infiltration,0,"","",2,2,0,"","","",16,Castor,8 6 7,"",2 3 1,"",1,0,"","",1,3,"",1,16,1,16,0,"",0,"",0,0,uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4,uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4/farm_details[2],uuid:81a02afa-0bbb-452a-8cb4-bed27ef1dcf4/farm_details
2,3.0000000000,2,"",6,"",3.0000000000,2,"",1,"",Medium,Comparing yield,0,"","",2,1,1,1,3,"",1,"",2 6 7 8 9,"",2 3 1 5,"",0,0,"","",0,2,"",1,1,1,1,0,"",1,1,1,1,uuid:880e47e3-7821-4bb3-9c4b-68931e5eb8d2,uuid:880e47e3-7821-4bb3-9c4b-68931e5eb8d2/farm_details[1],uuid:880e47e3-7821-4bb3-9c4b-68931e5eb8d2/farm_details
2,70.0000000000,4,Cents,1,"",4.0000000000,2,"",1,"",High,Soil texture color and also the growth of the crop,0,"","",2,1,0,"","","",1,"",2,"",2 3 5,"",1,0,"","",0,4,"",1,1,1,1,0,"",0,"",0,0,uuid:7ac5febc-8127-470c-9415-877199f0cb84,uuid:7ac5febc-8127-470c-9415-877199f0cb84/farm_details[1],uuid:7ac5febc-8127-470c-9415-877199f0cb84/farm_details
2,30.0000000000,4,Cents,1,"",4.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",16 13 6,Lemon; Coconut;banana;guava; pineapple,10,"",2 3,"",1,0,"","",0,2,"",1,16 13 11,1,16 13 11 6,0,"",0,"",0,0,uuid:7ac5febc-8127-470c-9415-877199f0cb84,uuid:7ac5febc-8127-470c-9415-877199f0cb84/farm_details[2],uuid:7ac5febc-8127-470c-9415-877199f0cb84/farm_details
2,2.0000000000,2,"",4,"",2.0000000000,2,"",1,"",Medium,Based on yield,0,"","",2,1,0,"","","",1 2 9 14,"",1 2 4 8,"",3 4 5,"",0,1,40.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:451dff08-65fc-4b0a-9f81-cac813ac8935,uuid:451dff08-65fc-4b0a-9f81-cac813ac8935/farm_details[1],uuid:451dff08-65fc-4b0a-9f81-cac813ac8935/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on yield,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",3 4 5,"",0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:451dff08-65fc-4b0a-9f81-cac813ac8935,uuid:451dff08-65fc-4b0a-9f81-cac813ac8935/farm_details[2],uuid:451dff08-65fc-4b0a-9f81-cac813ac8935/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut tomato,6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:6bf4dda9-2638-4591-8c54-7477547952d4,uuid:6bf4dda9-2638-4591-8c54-7477547952d4/farm_details[1],uuid:6bf4dda9-2638-4591-8c54-7477547952d4/farm_details
2,0.4000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Soil texture and colour,0,"","",2,1,0,"","","",1,"",1 2 6 7,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4,uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4/farm_details[1],uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4/farm_details
2,0.6000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Soil texture and colour,0,"","",2,1,0,"","","",1,"",1 2 6 7,"",1,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4,uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4/farm_details[2],uuid:aca89607-1938-47f3-a3d9-d66edf20bbf4/farm_details
1,1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, chilli groundnut",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:4c4d9dfe-874b-4a3d-a7a3-8d2be9ebdab6,uuid:4c4d9dfe-874b-4a3d-a7a3-8d2be9ebdab6/farm_details[1],uuid:4c4d9dfe-874b-4a3d-a7a3-8d2be9ebdab6/farm_details
2,45.0000000000,4,Cents,1,"",2.0000000000,2,"",1,"",Low,Growth of the crop,0,"","",2,1,0,"","","",1,"",1 2,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:55512d20-202c-4ca6-a5a0-136484082e3b,uuid:55512d20-202c-4ca6-a5a0-136484082e3b/farm_details[1],uuid:55512d20-202c-4ca6-a5a0-136484082e3b/farm_details
2,45.0000000000,4,Cents,1,"",2.0000000000,2,"",1,"",Low,Growth of the crop,0,"","",2,1,0,"","","",1,"",1 2,"",1 2,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:55512d20-202c-4ca6-a5a0-136484082e3b,uuid:55512d20-202c-4ca6-a5a0-136484082e3b/farm_details[2],uuid:55512d20-202c-4ca6-a5a0-136484082e3b/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on soil colour and yield obtained,0,"","",2,1,0,"","","",1 2 9 14,"",1 2 4,"",3 4 5,"",0,1,50.0000000000,2.0000000000,0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77,uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77/farm_details[1],uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on yield,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77,uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77/farm_details[2],uuid:821b4afe-ab0b-48ec-b1d1-5d84fe9c0c77/farm_details
2,1.5000000000,2,"",6,"",1.5000000000,2,"",1,"",Medium,Through yield,0,"","",2,1,0,"","","",1,"",6 7 8 9,"",5,"",0,0,"","",0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:9111159f-8ba6-465f-a132-946e7ff6259c,uuid:9111159f-8ba6-465f-a132-946e7ff6259c/farm_details[1],uuid:9111159f-8ba6-465f-a132-946e7ff6259c/farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",2 1,"",0,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:835aecef-c348-4b40-a00f-1bcef2143be2,uuid:835aecef-c348-4b40-a00f-1bcef2143be2/farm_details[1],uuid:835aecef-c348-4b40-a00f-1bcef2143be2/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",High,Soil colour,0,"","",2,1,0,"","","",16 11 8 7 10,Groundnut tomato castor,6 7,"",1 2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field,1,16 10 8 7 11,0,"",1,16 11 10 8 7,0,"",0,0,uuid:d6af27f3-3c3e-4241-963f-9e7846c0d07e,uuid:d6af27f3-3c3e-4241-963f-9e7846c0d07e/farm_details[1],uuid:d6af27f3-3c3e-4241-963f-9e7846c0d07e/farm_details
2,1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011,uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011/farm_details[1],uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011/farm_details
2,1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011,uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011/farm_details[2],uuid:7b52bd6a-9e5a-42e5-8b88-ad1c3cddd011/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato, Castor",6 7,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:1bbdf8ad-cf74-412e-b83f-9b58d03745d6,uuid:1bbdf8ad-cf74-412e-b83f-9b58d03745d6/farm_details[1],uuid:1bbdf8ad-cf74-412e-b83f-9b58d03745d6/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",1 16,"Ground nut, tomato",6 7 8,"",1 2,"",1,0,"","",0,2 4,"",1,1 16,0,"",0,"",1,1 16,0,1,uuid:2db740c7-a71e-4c44-b6f2-e29fd0e071e8,uuid:2db740c7-a71e-4c44-b6f2-e29fd0e071e8/farm_details[1],uuid:2db740c7-a71e-4c44-b6f2-e29fd0e071e8/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on soil colour and yield obtained,0,"","",2,1,0,"","","",1 2 14,"",1 4,"",4 5,"",0,1,50.0000000000,0.4000000000,0,2 3,"",0,"",1,1 2 14,0,"",0,"",0,0,uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3,uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3/farm_details[1],uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Medium,Based on yield obtained from the farmers,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",5 4,"",0,0,"","",0,2 3,"",0,"",1,15 16,0,"",0,"",0,0,uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3,uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3/farm_details[2],uuid:8f3e87b4-32a0-4e26-aac3-5120fdaad4b3/farm_details
2,0.5000000000,2,"",1,"",5.5000000000,2,"",1,"",Medium,Earthworm and the soil is porous,0,"","",2,1,0,"","","",1,"",2 6 7,"",2,"",1,0,"","",0,4 2,"",1,1,0,"",0,"",0,"",0,0,uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09,uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09/farm_details[1],uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09/farm_details
2,5.0000000000,2,"",6,"",5.5000000000,2,"",1,"",Medium,Soil texture but not better than zbnf plot,0,"","",2,1,0,"","","",1,"",2 6 7,"",1,"",1,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09,uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09/farm_details[2],uuid:c42a2ee6-6872-439d-b168-ab0bbb224f09/farm_details
2,2.8800000000,2,"",2,"",2.8800000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8 3 4,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:72346078-6760-424c-966b-a8ca03a5e9d2,uuid:72346078-6760-424c-966b-a8ca03a5e9d2/farm_details[1],uuid:72346078-6760-424c-966b-a8ca03a5e9d2/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,5,NA,1,16,0,"",0,"",1,16,0,1,uuid:9dba9ca4-3891-48ac-aa8e-15e98912f282,uuid:9dba9ca4-3891-48ac-aa8e-15e98912f282/farm_details[1],uuid:9dba9ca4-3891-48ac-aa8e-15e98912f282/farm_details
2,0.8000000000,2,"",1,"",0.8000000000,2,"",1,"",Medium,Growth of the crop,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1 2,"",1,0,"","",0,2,"",1,1,0,"",0,"",1,1,0,1,uuid:6db56701-a200-4447-b159-fbdf2c840699,uuid:6db56701-a200-4447-b159-fbdf2c840699/farm_details[1],uuid:6db56701-a200-4447-b159-fbdf2c840699/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:f116b8f8-aea1-426c-8243-e9a7f0788881,uuid:f116b8f8-aea1-426c-8243-e9a7f0788881/farm_details[1],uuid:f116b8f8-aea1-426c-8243-e9a7f0788881/farm_details
2,0.5000000000,2,"",4,"",0.2000000000,2,"",1,"",Medium,Based on earthworms present in the field and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 3 4 6 7,"",3,"",0,1,60.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:83805b60-72f7-45de-85e5-cc1bae2b2878,uuid:83805b60-72f7-45de-85e5-cc1bae2b2878/farm_details[1],uuid:83805b60-72f7-45de-85e5-cc1bae2b2878/farm_details
3,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Black soils; Red soils,1,2,1,1,3,"",2 5 14 16,Pippali,1 2 3 4,"",3,"",0,1,60.0000000000,1.0000000000,0,2,"",0,"",1,2 14 16,0,"",0,"",0,0,uuid:83805b60-72f7-45de-85e5-cc1bae2b2878,uuid:83805b60-72f7-45de-85e5-cc1bae2b2878/farm_details[2],uuid:83805b60-72f7-45de-85e5-cc1bae2b2878/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato castor,6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:13b00f17-6b01-4f92-ac1c-3dc5417334b9,uuid:13b00f17-6b01-4f92-ac1c-3dc5417334b9/farm_details[1],uuid:13b00f17-6b01-4f92-ac1c-3dc5417334b9/farm_details
2,0.5000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Soil texture and growth of the crop,0,"","",2,1,0,"","","",1,"",1 2 6,"",5,"",1,0,"","",0,2,"",1,1,1,1,0,"",0,"",0,0,uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb,uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb/farm_details[1],uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb/farm_details
2,0.5000000000,2,"",1,"",1.0000000000,2,"",1,"",Low,Soil is not that healthy,0,"","",2,1,0,"","","",1,"",1 2 6,"",1 5,"",0,0,"","",0,2,"",0,"",0,"",0,"",1,1,1,1,uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb,uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb/farm_details[2],uuid:fed59904-f9f9-4f63-8a2f-e8e25d6357fb/farm_details
2,1.5000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and yield,0,"","",2,1,0,"","","",1 2 14,"",1 2 4,"",3 4 5,"",0,1,50.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:046f31b6-a13f-4113-913e-4b094850d615,uuid:046f31b6-a13f-4113-913e-4b094850d615/farm_details[1],uuid:046f31b6-a13f-4113-913e-4b094850d615/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 3 4,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:046f31b6-a13f-4113-913e-4b094850d615,uuid:046f31b6-a13f-4113-913e-4b094850d615/farm_details[2],uuid:046f31b6-a13f-4113-913e-4b094850d615/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",2 6 5,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:11971b04-9d17-4d14-89f7-ace68925b1fa,uuid:11971b04-9d17-4d14-89f7-ace68925b1fa/farm_details[1],uuid:11971b04-9d17-4d14-89f7-ace68925b1fa/farm_details
2,0.3000000000,2,"",6,"",1.8500000000,2,"",1,"",Low,Soil texture and color,0,"","",2,1,0,"","","",1,"",1 2 6,"",2 4,"",1,0,"","",0,2,"",1,1,0,"",0,"",0,"",0,0,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details[1],uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details
2,1.1500000000,2,"",6,"",1.8500000000,2,"",1,"",Low,Soil texture and color,0,"","",2,1,0,"","","",1,"",1 2 6,"",1 4,"",1,0,"","",0,2,"",0,"",0,"",0,"",1,1,1,1,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details[2],uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details
2,0.4000000000,2,"",6,"",1.8500000000,2,"",1,"",Low,Soil texture and color,0,"","",2,1,0,"","","",1,"",1 2 6,"",1 4,"",1,0,"","",0,2,"",0,"",0,"",0,"",1,1,1,1,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f,uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details[3],uuid:cb3189ad-ab97-43ab-a40c-bd06eab56a6f/farm_details
